chr	pos	pos2	p.value	test.s	con.s	test.s2	con.s2	test.mC	con.mC	test.mC2	con.mC2	test.post	con.post	test.post2	con.post2	meanDiff	DM.p	DM.status	index	meanCov.test	meanCov.control
chr1	830237	830246	1	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0.05	0:0:0:0	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	0	EM	EM	99	7.25	16
chr1	830246	830257	1	0:0:0:0	0:0:0:0	0:0:0.5:0	0:0:0:0	0:0:0:0.05	0:0:0:0	0:0:0.5:0.05	0.02:0:0:0	1:1:1:1	1:1:1:1	1:1:0.97:1	1:1:1:1	0.0125	EM	EM	100	7.25	16
chr1	830257	830276	1	0:0:0.5:0	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0.5:0.05	0.02:0:0:0	0:0:0:0	0:0:0:0	1:1:0.97:1	1:1:1:1	1:1:1:1	1:1:1:1	0.1318	EM	EM	101	7.25	16
chr1	830276	830280	1	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	0	EM	EM	102	5.25	11.25
chr1	830280	NA	1	0:0:0:0	0:0:0:0	NA	NA	0:0:0:0	0:0:0:0	NA	NA	1:1:1:1	1:1:1:1	NA	NA	0	EM	EM	103	5	11
chr1	832006	NA	1	1:0:0:1	1:1:1:0	NA	NA	0.88:0.19:0.05:0.7	0.94:0.84:0.92:0.1	NA	NA	1:0.97:1:0.8	1:0.97:1:1	NA	NA	-0.2455	EM	EM	104	43.25	42.75
chr1	833084	833101	1	1:1:1:1	1:1:1:0.5	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:0.5	0.83:1:1:0.95	0.92:0.89:1:1	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	0.125	EM	EM	105	11.5	7.75
chr1	833101	833122	1	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	0.83:1:1:0.95	0.92:0.89:1:1	1:1:0.91:0.86	0.83:0.88:1:1	1:1:1:1	1:1:1:1	1:1:1:1	0.97:1:1:1	-0.0061	EM	EM	106	11.5	7.75
chr1	833122	NA	1	1:1:1:1	1:1:1:1	NA	NA	1:1:0.91:0.86	0.83:0.88:1:1	NA	NA	1:1:1:1	0.97:1:1:1	NA	NA	0.0145	EM	EM	107	10.5	7.25
chr1	835064	835068	0.1319	1:1:1:0.5	0.5:1:0.5:0.5	1:1:1:0.5	0.5:1:0.5:0.5	1:0.67:0.97:0.26	0.38:0.89:0.21:0.67	1:0.76:0.97:0.64	0.62:1:0.36:0.4	1:0.7:1:1	1:1:0.93:0.83	1:0.77:1:1	1:1:0.97:1	0.1855	EM	EM	108	28.75	29
chr1	835068	835073	0.1319	1:1:1:0.5	0.5:1:0.5:0.5	1:1:1:0.5	0.5:1:0.5:0.5	1:0.76:0.97:0.64	0.62:1:0.36:0.4	1:0.67:0.94:0.46	0.46:0.89:0.33:0.6	1:0.77:1:1	1:1:0.97:1	1:0.67:1:1	1:1:1:1	0.2497	EM	EM	109	28.75	29
chr1	835073	835088	0.0406	1:1:1:0.5	0.5:1:0.5:0.5	1:1:1:1	0.5:1:0.5:0.5	1:0.67:0.94:0.46	0.46:0.89:0.33:0.6	1:0.81:0.97:0.87	0.69:0.96:0.49:0.4	1:0.67:1:1	1:1:1:1	1:0.83:1:0.63	0.97:1:1:1	0.1986	hyper	EM	110	28.75	29
chr1	835088	835110	0.1515	1:1:1:1	0.5:1:0.5:0.5	0.5:0.5:0.5:0.5	0.5:0.5:0:0	1:0.81:0.97:0.87	0.69:0.96:0.49:0.4	0.43:0.12:0.2:0.37	0.23:0.44:0.03:0.04	1:0.83:1:0.63	0.97:1:1:1	1:0.6:0.7:1	1:1:1:1	0.2766	EM	EM	111	28.75	29
chr1	835110	835114	0.1428	0.5:0.5:0.5:0.5	0.5:0.5:0:0	1:0.5:1:1	0.5:1:0:0	0.43:0.12:0.2:0.37	0.23:0.44:0.03:0.04	1:0.46:0.94:0.82	0.62:0.92:0.2:0	1:0.6:0.7:1	1:1:1:1	1:1:1:1	1:0.93:1:1	0.0965	EM	EM	112	54	62.25
chr1	835114	835119	0.0732	1:0.5:1:1	0.5:1:0:0	1:0.5:1:1	0.5:1:0:0	1:0.46:0.94:0.82	0.62:0.92:0.2:0	0.94:0.43:0.94:0.77	0.77:0.96:0.14:0.1	1:1:1:1	1:0.93:1:1	1:1:1:0.93	0.9:1:1:1	0.3734	EM	EM	113	25.25	33.25
chr1	835119	835134	0.195	1:0.5:1:1	0.5:1:0:0	1:0:1:1	0.5:1:0:0	0.94:0.43:0.94:0.77	0.77:0.96:0.14:0.1	1:0.29:0.78:0.67	0.54:0.96:0.16:0.2	1:1:1:0.93	0.9:1:1:1	1:0.6:0.97:0.5	1:1:1:1	0.2773	EM	EM	114	25.25	33.25
chr1	835134	835141	0.2918	1:0:1:1	0.5:1:0:0	1:0:1:0	0.5:1:0:0	1:0.29:0.78:0.67	0.54:0.96:0.16:0.2	0.69:0.07:0.78:0.23	0.42:0.64:0.01:0	1:0.6:0.97:0.5	1:1:1:1	1:1:0.97:0.87	0.97:0.8:1:1	0.2168	EM	EM	115	25.25	33.25
chr1	835141	835199	0.6084	1:0:1:0	0.5:1:0:0	1:0:1:0	0:1:0:0	0.69:0.07:0.78:0.23	0.42:0.64:0.01:0	1:0:1:0.18	0:0.92:0:0	1:1:0.97:0.87	0.97:0.8:1:1	1:1:1:1	1:1:1:1	0.1748	EM	EM	116	25.25	33
chr1	835199	835202	0.6084	1:0:1:0	0:1:0:0	1:0:1:0	0:1:0:0	1:0:1:0.18	0:0.92:0:0	1:0.25:1:0.24	0:0.75:0:0	1:1:1:1	1:1:1:1	1:1:1:1	1:0.9:1:1	0.3149	EM	EM	117	9.5	21.75
chr1	835202	835204	0.6084	1:0:1:0	0:1:0:0	1:0:1:0	0:1:0:0	1:0.25:1:0.24	0:0.75:0:0	1:0:1:0.12	0.07:0.67:0:0	1:1:1:1	1:0.9:1:1	1:1:1:1	1:0.8:1:1	0.4338	EM	EM	118	9.5	21.25
chr1	835204	835227	0.6084	1:0:1:0	0:1:0:0	1:0:1:0	0:1:0:0	1:0:1:0.12	0.07:0.67:0:0	1:0:0.89:0.11	0.29:0.89:0:0	1:1:1:1	1:0.8:1:1	1:1:1:1	0.53:1:1:1	0.346	EM	EM	119	9.5	21.25
chr1	835227	835239	0.7824	1:0:1:0	0:1:0:0	1:0:1:0.5	0.5:1:0:0	1:0:0.89:0.11	0.29:0.89:0:0	1:0.16:1:0.52	0.4:0.9:0.1:0	1:1:1:1	0.53:1:1:1	1:0.97:1:1	0.97:1:1:1	0.2064	EM	EM	120	6	12.75
chr1	835239	835253	0.2168	1:0:1:0.5	0.5:1:0:0	1:1:1:0.5	0.5:1:0:0	1:0.16:1:0.52	0.4:0.9:0.1:0	1:0.79:1:0.65	0.52:1:0.31:0.33	1:0.97:1:1	0.97:1:1:1	1:0.6:1:1	1:1:1:0.93	0.32	EM	EM	121	17	29.25
chr1	835253	835263	0.1189	1:1:1:0.5	0.5:1:0:0	1:0.5:1:0.5	0.5:1:0:0	1:0.79:1:0.65	0.52:1:0.31:0.33	1:0.42:1:0.58	0.52:1:0.2:0	1:0.6:1:1	1:1:1:0.93	1:1:1:1	1:1:1:1	0.3208	EM	EM	122	17	27.75
chr1	835263	835271	0.1189	1:0.5:1:0.5	0.5:1:0:0	1:0.5:1:0.5	0.5:1:0:0	1:0.42:1:0.58	0.52:1:0.2:0	1:0.75:1:0.77	0.52:0.95:0.31:0.08	1:1:1:1	1:1:1:1	1:0.9:1:0.57	1:1:0.97:1	0.3184	EM	EM	123	17	27.75
chr1	835271	835321	0.0521	1:0.5:1:0.5	0.5:1:0:0	1:0.5:1:0.5	0:1:0:0	1:0.75:1:0.77	0.52:0.95:0.31:0.08	0.62:0.27:0.9:0.3	0.05:0.88:0.05:0.05	1:0.9:1:0.57	1:1:0.97:1	0.77:1:1:0.6	1:1:1:1	0.4144	EM	EM	124	17	27.25
chr1	835321	835325	0.0242	1:0.5:1:0.5	0:1:0:0	1:0.5:1:0	0:1:0:0	0.62:0.27:0.9:0.3	0.05:0.88:0.05:0.05	0.92:0.47:1:0.22	0.13:0.86:0.07:0.05	0.77:1:1:0.6	1:1:1:1	1:1:1:0.93	1:1:1:1	0.2646	hyper	EM	125	31.5	42
chr1	835325	835327	0.3147	1:0.5:1:0	0:1:0:0	1:0:1:0	0:1:0:0	0.92:0.47:1:0.22	0.13:0.86:0.07:0.05	0.92:0.13:0.96:0.16	0:1:0.05:0	1:1:1:0.93	1:1:1:1	1:0.97:1:1	1:1:1:1	0.3766	EM	EM	126	31.25	41.25
chr1	835327	835330	0.6084	1:0:1:0	0:1:0:0	1:0:1:0	0:1:0:0	0.92:0.13:0.96:0.16	0:1:0.05:0	0.92:0.07:1:0.12	0.02:0.86:0.03:0	1:0.97:1:1	1:1:1:1	1:1:1:1	1:1:1:1	0.2817	EM	EM	127	31.25	41.25
chr1	835330	835332	0.6084	1:0:1:0	0:1:0:0	1:0:1:0	0:1:0:0	0.92:0.07:1:0.12	0.02:0.86:0.03:0	0.92:0.13:0.96:0.17	0.08:1:0.07:0	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	0.3015	EM	EM	128	31.25	41.25
chr1	835332	835349	0.3147	1:0:1:0	0:1:0:0	1:0:1:0.5	0:1:0:0	0.92:0.13:0.96:0.17	0.08:1:0.07:0	0.92:0.13:1:0.42	0.1:1:0.16:0.05	1:1:1:1	1:1:1:1	1:1:1:0.83	1:1:1:1	0.2621	EM	EM	129	31.25	41.25
chr1	835349	835352	0.1841	1:0:1:0.5	0:1:0:0	1:0:1:0.5	0:1:0:0	0.92:0.13:1:0.42	0.1:1:0.16:0.05	0.92:0:1:0.37	0.07:1:0.06:0	1:1:1:0.83	1:1:1:1	1:1:1:0.83	1:1:1:1	0.2917	EM	EM	130	30.75	40.25
chr1	835352	835451	0.7824	1:0:1:0.5	0:1:0:0	1:0:1:0	0:1:0:0.5	0.92:0:1:0.37	0.07:1:0.06:0	1:0:1:0.09	0.1:0.95:0.07:0.33	1:1:1:0.83	1:1:1:1	1:1:1:1	1:1:1:0.53	0.292	EM	EM	131	29	38.5
chr1	835451	835455	0.3473	1:0:1:0	0:1:0:0.5	1:0:1:0	0:1:0:0.5	1:0:1:0.09	0.1:0.95:0.07:0.33	1:0:0.96:0.31	0.26:1:0.17:0.33	1:1:1:1	1:1:1:0.53	1:1:1:0.93	1:1:1:0.57	0.1586	EM	EM	132	20	21
chr1	835455	835463	0.6084	1:0:1:0	0:1:0:0.5	1:0:1:0	0:1:0:0	1:0:0.96:0.31	0.26:1:0.17:0.33	0.93:0:0.96:0.11	0.23:1:0.14:0.33	1:1:1:0.93	1:1:1:0.57	1:1:1:1	1:1:1:0.63	0.1267	EM	EM	133	20	20.75
chr1	835463	835478	0.6084	1:0:1:0	0:1:0:0	1:0:1:0	0:1:0:0	0.93:0:0.96:0.11	0.23:1:0.14:0.33	1:0:0.92:0.04	0.1:0.78:0.04:0	1:1:1:1	1:1:1:0.63	1:1:1:1	1:1:1:1	0.0756	EM	EM	134	20	20.75
chr1	835478	NA	1	1:0:1:0	0:1:0:0	NA	NA	1:0:0.92:0.04	0.1:0.78:0.04:0	NA	NA	1:1:1:1	1:1:1:1	NA	NA	0.2606	EM	EM	135	14.25	14.5
chr1	835600	835615	0.6084	1:0:1:0	0:1:0:0	1:0:1:0	0:1:0:0	1:0:1:0.06	0:0.83:0.12:0	1:0.06:0.71:0	0:0.67:0.16:0	1:1:1:1	1:1:1:1	1:1:0.97:1	1:0.9:1:1	0.2756	EM	EM	136	15	13.75
chr1	835615	835621	0.3147	1:0:1:0	0:1:0:0	1:0:1:0.5	0:1:0:0	1:0.06:0.71:0	0:0.67:0.16:0	1:0.06:1:0.39	0.12:0.83:0.25:0	1:1:0.97:1	1:0.9:1:1	1:1:1:0.9	0.97:1:0.93:1	0.2368	EM	EM	137	15	13.75
chr1	835621	835710	0.6892	1:0:1:0.5	0:1:0:0	1:0:0.5:0.5	0.5:1:0:0.5	1:0.06:1:0.39	0.12:0.83:0.25:0	0.93:0.13:0.53:0.32	0.66:0.88:0.31:0.45	1:1:1:0.9	0.97:1:0.93:1	1:1:0.77:0.93	0.9:1:0.57:1	0.3103	EM	EM	138	15	13.75
chr1	835710	835740	0.7824	1:0:0.5:0.5	0.5:1:0:0.5	1:1:1:1	0.5:1:1:0.5	0.93:0.13:0.53:0.32	0.66:0.88:0.31:0.45	1:1:0.93:0.97	0.75:1:0.86:0.43	1:1:0.77:0.93	0.9:1:0.57:1	1:1:0.97:1	0.87:1:0.77:1	-0.101	EM	EM	139	60.25	51.75
chr1	835740	835742	0.0256	1:1:1:1	0.5:1:1:0.5	1:1:1:1	0.5:1:0.5:0.5	1:1:0.93:0.97	0.75:1:0.86:0.43	0.97:0.8:0.97:0.74	0.51:0.82:0.51:0.14	1:1:0.97:1	0.87:1:0.77:1	1:0.8:1:1	0.97:1:0.93:0.83	0.2141	hyper	EM	140	55.75	47.75
chr1	835742	835745	0.2821	1:1:1:1	0.5:1:0.5:0.5	1:0.5:1:1	1:1:1:0.5	0.97:0.8:0.97:0.74	0.51:0.82:0.51:0.14	0.92:0.5:1:0.82	0.81:0.71:0.87:0.7	1:0.8:1:1	0.97:1:0.93:0.83	1:0.97:1:0.97	0.63:0.97:0.97:0.9	0.373	EM	EM	141	47.25	41.25
chr1	835745	NA	0.1429	1:0.5:1:1	1:1:1:0.5	NA	NA	0.92:0.5:1:0.82	0.81:0.71:0.87:0.7	NA	NA	1:0.97:1:0.97	0.63:0.97:0.97:0.9	NA	NA	0.0381	EM	EM	142	14.5	18.25
chr1	836081	NA	0.1429	1:0.5:1:0.5	1:1:1:0.5	NA	NA	0.85:0.67:0.96:0.25	0.64:0.92:0.95:0.43	NA	NA	1:0.67:1:1	0.57:1:1:1	NA	NA	-0.051	EM	EM	143	56.5	42.5
chr1	837402	NA	0.1429	1:1:1:0.5	1:1:1:1	NA	NA	0.79:0.91:0.9:0.69	0.84:0.8:0.96:0.8	NA	NA	1:1:1:0.57	0.93:1:1:0.9	NA	NA	-0.03	EM	EM	144	34.25	22.5
chr1	838371	838386	1	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	0.93:1:1:0.83	0.87:0.9:0.73:0.77	1:0.97:0.89:0.86	0.91:0.9:0.85:0.92	1:1:1:1	1:1:0.93:0.97	1:1:1:1	1:1:1:1	0.1206	EM	EM	145	48.75	41.25
chr1	838386	838456	1	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	1:0.97:0.89:0.86	0.91:0.9:0.85:0.92	1:0.94:0.98:0.93	0.98:0.98:0.94:0.91	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	0.0342	EM	EM	146	49	41.5
chr1	838456	838472	1	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	1:0.94:0.98:0.93	0.98:0.98:0.94:0.91	0.94:1:0.98:0.92	1:1:0.95:1	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	0.0128	EM	EM	147	73	51.5
chr1	838472	NA	1	1:1:1:1	1:1:1:1	NA	NA	0.94:1:0.98:0.92	1:1:0.95:1	NA	NA	1:1:1:1	1:1:1:1	NA	NA	-0.0261	EM	EM	148	73.5	52.5
chr1	841675	NA	1	1:1:1:1	1:1:1:1	NA	NA	0.97:0.71:0.94:0.85	0.86:0.75:0.77:0.83	NA	NA	1:1:1:0.93	1:1:0.87:0.93	NA	NA	0.0693	EM	EM	149	65.25	39.25
chr1	841778	NA	1	1:1:1:0.5	0.5:0:0.5:0.5	NA	NA	0.8:1:0.97:0.64	0.21:0.12:0.55:0.62	NA	NA	1:1:1:0.8	0.63:0.87:0.77:0.77	NA	NA	0.4799	EM	EM	150	27.5	30
chr1	843688	843699	0.007	1:0.5:0.5:0.5	1:1:1:0	1:0.5:0.5:0.5	1:1:1:0	0.9:0.25:0.28:0.64	0.97:0.88:0.89:0	0.9:0.62:0.36:0.69	0.92:1:1:0	1:0.9:0.97:0.83	1:1:1:0.97	1:0.97:0.93:0.9	1:1:1:1	-0.1686	hypo	EM	151	22.25	20.5
chr1	843699	843713	0.1352	1:0.5:0.5:0.5	1:1:1:0	1:0.5:0:0.5	1:0.5:1:0	0.9:0.62:0.36:0.69	0.92:1:1:0	0.67:0.67:0.2:0.5	0.95:0.62:0.95:0.11	1:0.97:0.93:0.9	1:1:1:1	0.6:0.9:0.97:1	1:0.8:1:1	-0.0859	EM	EM	152	22.25	20.75
chr1	843713	NA	0.1429	1:0.5:0:0.5	1:0.5:1:0	NA	NA	0.67:0.67:0.2:0.5	0.95:0.62:0.95:0.11	NA	NA	0.6:0.9:0.97:1	1:0.8:1:1	NA	NA	-0.15	EM	EM	153	22.75	21
chr1	846214	NA	0.1429	0:0:0:0	0:0:0:0	NA	NA	0:0:0.03:0.01	0:0:0:0	NA	NA	1:1:1:1	1:1:1:1	NA	NA	0.0104	EM	EM	154	84.5	68
chr1	846506	846514	1	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0.02:0	0:0.03:0:0	0:0:0:0	0.02:0:0:0	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	-0.002	EM	EM	155	53	65.5
chr1	846514	846541	1	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	0.02:0:0:0	0.03:0.06:0:0.02	0.04:0.05:0.01:0	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	-0.0041	EM	EM	156	53	65.5
chr1	846541	846548	1	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	0.03:0.06:0:0.02	0.04:0.05:0.01:0	0.01:0:0:0	0:0.02:0:0	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	0.002	EM	EM	157	50.25	60.25
chr1	846548	NA	1	0:0:0:0	0:0:0:0	NA	NA	0.01:0:0:0	0:0.02:0:0	NA	NA	1:1:1:1	1:1:1:1	NA	NA	-0.0013	EM	EM	158	50.25	61
chr1	848842	848852	0.0769	0.5:0:0:0.5	0:0:0:0	0.5:0:0:1	0:0:0:0	0.36:0:0:0.52	0:0:0.02:0	0.68:0:0.06:0.77	0.04:0:0.02:0	0.87:1:1:1	1:1:1:1	0.93:1:1:0.8	1:1:1:1	0.2156	EM	EM	159	26.5	31
chr1	848852	848868	0.0769	0.5:0:0:1	0:0:0:0	0.5:0:0:1	0:0:0:0	0.68:0:0.06:0.77	0.04:0:0.02:0	0.59:0.2:0.11:0.85	0.08:0.15:0.02:0	0.93:1:1:0.8	1:1:1:1	0.97:0.93:1:1	1:0.97:1:1	0.3621	EM	EM	160	26.5	31
chr1	848868	848873	0.0256	0.5:0:0:1	0:0:0:0	1:0.5:0:1	0:0:0:0	0.59:0.2:0.11:0.85	0.08:0.15:0.02:0	0.9:0.47:0.28:0.89	0.18:0.33:0.11:0	0.97:0.93:1:1	1:0.97:1:1	0.97:0.73:1:0.97	1:0.87:1:1	0.3758	hyper	hyper	161	25.5	31
chr1	848873	848889	0.0256	1:0.5:0:1	0:0:0:0	1:0:0:1	0:0:0:0	0.9:0.47:0.28:0.89	0.18:0.33:0.11:0	0.8:0:0:0.71	0:0.1:0:0	0.97:0.73:1:0.97	1:0.87:1:1	0.9:1:1:0.67	1:1:1:1	0.4785	hyper	hyper	162	24.75	30.25
chr1	848889	848949	0.2	1:0:0:1	0:0:0:0	0:0:0:0.5	0:0:0:0	0.8:0:0:0.71	0:0.1:0:0	0.09:0:0:0.12	0:0:0:0	0.9:1:1:0.67	1:1:1:1	0.67:1:1:0.53	1:1:1:1	0.3518	EM	EM	163	21.75	28
chr1	848949	848954	0.2	0:0:0:0.5	0:0:0:0	0.5:0:0:0.5	0:0:0:0	0.09:0:0:0.12	0:0:0:0	0.59:0:0.04:0.51	0:0.04:0:0	0.67:1:1:0.53	1:1:1:1	0.97:1:1:0.97	1:1:1:1	0.0547	EM	EM	164	30.75	23.25
chr1	848954	848956	0.4667	0.5:0:0:0.5	0:0:0:0	0:0:0:0	0:0:0:0	0.59:0:0.04:0.51	0:0.04:0:0	0.09:0:0:0.11	0:0:0:0	0.97:1:1:0.97	1:1:1:1	0.97:1:1:0.97	1:1:1:1	0.2765	EM	EM	165	31	22.75
chr1	848956	848981	1	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	0.09:0:0:0.11	0:0:0:0	0:0:0:0.04	0:0:0:0	0.97:1:1:0.97	1:1:1:1	1:1:1:1	1:1:1:1	0.0498	EM	EM	166	31	22.75
chr1	848981	848983	1	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0.04	0:0:0:0	0:0:0:0	0:0:0:0	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	0.0088	EM	EM	167	30	22.25
chr1	848983	848985	1	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	0.11:0:0:0	0:0:0:0	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	0	EM	EM	168	29.5	21.25
chr1	848985	849068	1	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	0.11:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	0.0268	EM	EM	169	29.5	21.25
chr1	849068	849077	1	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	0	EM	EM	170	37.75	33.5
chr1	849077	849082	1	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	0	EM	EM	171	36.25	32.25
chr1	849082	849086	1	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	0	EM	EM	172	36.25	32.25
chr1	849086	849091	1	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	0	EM	EM	173	36.25	32.25
chr1	849091	849100	1	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	0	EM	EM	174	36.25	32.25
chr1	849100	849102	1	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	0	EM	EM	175	31.25	27.5
chr1	849102	849110	1	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	0	EM	EM	176	30.25	24.25
chr1	849110	849112	1	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	0	EM	EM	177	25	21.5
chr1	849112	849115	1	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	0	EM	EM	178	21.25	18.5
chr1	849115	849127	1	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	0:0.02:0:0	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	0	EM	EM	179	20	17.5
chr1	849127	849133	1	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	0:0.02:0:0	0:0:0:0	0:0:0:0	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	-0.0062	EM	EM	180	45	42
chr1	849133	849156	1	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	0:0.04:0:0	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	0	EM	EM	181	45	42
chr1	849156	849192	1	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	0:0.04:0:0	0:0.05:0:0	0:0.02:0.03:0	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	-0.0089	EM	EM	182	16.25	20.75
chr1	849192	849196	1	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	0:0.05:0:0	0:0.02:0.03:0	0:0:0:0	0:0:0:0	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	-6e-04	EM	EM	183	32	27.75
chr1	849196	849200	1	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	0	EM	EM	184	32	28
chr1	849200	849202	1	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	0	EM	EM	185	32	28
chr1	849202	849204	1	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	0	EM	EM	186	32	28
chr1	849204	849214	1	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	0	EM	EM	187	32	28
chr1	849214	849216	1	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	0	EM	EM	188	32	28
chr1	849216	849238	1	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	0	EM	EM	189	10	8.75
chr1	849238	NA	1	0:0:0:0	0:0:0:0	NA	NA	0:0:0:0	0:0:0:0	NA	NA	1:1:1:1	1:1:1:1	NA	NA	0	EM	EM	190	14	2
chr1	849393	849403	1	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	0:0.02:0:0	0:0.02:0:0	0:0:0:0	0:0:0:0	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	0.0017	EM	EM	191	53.25	48.25
chr1	849403	849419	1	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	0	EM	EM	192	52.75	48.5
chr1	849419	849422	1	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	0	EM	EM	193	52.5	48.5
chr1	849422	849426	1	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	0:0:0:0	1:1:1:1	1:1:1:1	1:1:1:1	1:1:1:1	0	EM	EM	194	52.25	47.5
